MipStartID,MipStartFile,SourceEvalID,UpperBound
10,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-6/2_cost266-UUE_seed-6_20260425_214239/iterated_local_search/run_6_worker_2/mip_starts/mip_start_eval_13_config_15402340809326043997.mst,1379,2.52038e+07
9,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-6/2_cost266-UUE_seed-6_20260425_214239/iterated_local_search/run_1_worker_15/mip_starts/mip_start_eval_9_config_7191338501730230712.mst,309,2.52483e+07
8,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-6/2_cost266-UUE_seed-6_20260425_214239/iterated_local_search/run_1_worker_9/mip_starts/mip_start_eval_5_config_9449295537513188504.mst,185,2.52543e+07
7,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-6/2_cost266-UUE_seed-6_20260425_214239/iterated_local_search/run_1_worker_5/mip_starts/mip_start_eval_5_config_2193410974671732262.mst,105,2.52589e+07
6,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-6/2_cost266-UUE_seed-6_20260425_214239/iterated_local_search/run_1_worker_2/mip_starts/mip_start_eval_1_config_5376562162249929140.mst,41,2.53421e+07
5,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-6/2_cost266-UUE_seed-6_20260425_214239/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_1_config_9898868199560231137.mst,21,2.53493e+07
4,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-6/2_cost266-UUE_seed-6_20260425_214239/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_20_config_15779937714629364664.mst,20,2.54095e+07
3,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-6/2_cost266-UUE_seed-6_20260425_214239/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_9_config_9432507794420946667.mst,9,2.54194e+07
2,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-6/2_cost266-UUE_seed-6_20260425_214239/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_4_config_10926055034921966546.mst,4,2.55618e+07
1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-6/2_cost266-UUE_seed-6_20260425_214239/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,2.56706e+07
