MipStartID,MipStartFile,SourceEvalID,UpperBound
15,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/8proc/seed-2/1_b1c1s1_seed-2_20260425_225158/iterated_local_search/run_7_worker_7/mip_starts/mip_start_eval_14_config_10468407650801154022.mst,1106,24650.1
14,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/8proc/seed-2/1_b1c1s1_seed-2_20260425_225158/iterated_local_search/run_3_worker_2/mip_starts/mip_start_eval_10_config_12742362499637725416.mst,310,24793.1
1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/8proc/seed-2/1_b1c1s1_seed-2_20260425_225158/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,28486.8
2,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/8proc/seed-2/1_b1c1s1_seed-2_20260425_225158/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_2_config_10101538263502436884.mst,2,26151.3
3,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/8proc/seed-2/1_b1c1s1_seed-2_20260425_225158/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_5_config_3793061173611652593.mst,5,25427.7
4,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/8proc/seed-2/1_b1c1s1_seed-2_20260425_225158/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_15_config_14605588685206531618.mst,15,25382.3
5,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/8proc/seed-2/1_b1c1s1_seed-2_20260425_225158/iterated_local_search/run_1_worker_3/mip_starts/mip_start_eval_20_config_17880427061164665972.mst,80,25373.4
6,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/8proc/seed-2/1_b1c1s1_seed-2_20260425_225158/iterated_local_search/run_1_worker_5/mip_starts/mip_start_eval_1_config_9112596215255141847.mst,101,25347.1
7,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/8proc/seed-2/1_b1c1s1_seed-2_20260425_225158/iterated_local_search/run_1_worker_6/mip_starts/mip_start_eval_6_config_9349324400397823569.mst,126,25329
8,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/8proc/seed-2/1_b1c1s1_seed-2_20260425_225158/iterated_local_search/run_1_worker_6/mip_starts/mip_start_eval_8_config_14273922129375939757.mst,128,25231.6
9,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/8proc/seed-2/1_b1c1s1_seed-2_20260425_225158/iterated_local_search/run_1_worker_6/mip_starts/mip_start_eval_9_config_6356203243796477916.mst,129,25100.7
10,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/8proc/seed-2/1_b1c1s1_seed-2_20260425_225158/iterated_local_search/run_1_worker_7/mip_starts/mip_start_eval_10_config_7956636090564346140.mst,150,24977.9
11,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/8proc/seed-2/1_b1c1s1_seed-2_20260425_225158/iterated_local_search/run_1_worker_7/mip_starts/mip_start_eval_20_config_11303449110845430565.mst,160,24971.9
12,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/8proc/seed-2/1_b1c1s1_seed-2_20260425_225158/iterated_local_search/run_2_worker_7/mip_starts/mip_start_eval_6_config_9550820555865455276.mst,262,24846.9
13,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/8proc/seed-2/1_b1c1s1_seed-2_20260425_225158/iterated_local_search/run_3_worker_2/mip_starts/mip_start_eval_5_config_14472617374329261996.mst,305,24825.9
