MipStartID,MipStartFile,SourceEvalID,UpperBound
9,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/4proc/seed-6/5_rococoB10-011000_seed-6_20260426_053816/iterated_local_search/run_2_worker_0/mip_starts/mip_start_eval_9_config_6531839157402835521.mst,105,19565
8,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/4proc/seed-6/5_rococoB10-011000_seed-6_20260426_053816/iterated_local_search/run_2_worker_0/mip_starts/mip_start_eval_5_config_7727728715125803613.mst,101,19627
7,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/4proc/seed-6/5_rococoB10-011000_seed-6_20260426_053816/iterated_local_search/run_1_worker_3/mip_starts/mip_start_eval_10_config_11840910070669195287.mst,70,19760
6,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/4proc/seed-6/5_rococoB10-011000_seed-6_20260426_053816/iterated_local_search/run_1_worker_3/mip_starts/mip_start_eval_8_config_7596073314048219167.mst,68,19787
5,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/4proc/seed-6/5_rococoB10-011000_seed-6_20260426_053816/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_2_config_1793625115907445766.mst,22,19875
4,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/4proc/seed-6/5_rococoB10-011000_seed-6_20260426_053816/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_15_config_14560498925330565640.mst,15,19982
3,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/4proc/seed-6/5_rococoB10-011000_seed-6_20260426_053816/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_7_config_16867142091176465754.mst,7,20396
2,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/4proc/seed-6/5_rococoB10-011000_seed-6_20260426_053816/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_3_config_14770251354950928531.mst,3,20407
1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/4proc/seed-6/5_rococoB10-011000_seed-6_20260426_053816/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,20560
