MipStartID,MipStartFile,SourceEvalID,UpperBound
10,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/1_b1c1s1_seed-1_20260425_195951/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_12_config_15009145342276507356.mst,527,24544.2
9,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/1_b1c1s1_seed-1_20260425_195951/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_18_config_8512209741810530555.mst,38,24563.8
8,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/1_b1c1s1_seed-1_20260425_195951/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_16_config_8034558551468822711.mst,36,24586
7,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/1_b1c1s1_seed-1_20260425_195951/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_11_config_9176724969667362132.mst,31,25098.9
6,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/1_b1c1s1_seed-1_20260425_195951/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_8_config_10819472677658251333.mst,28,25167.8
5,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/1_b1c1s1_seed-1_20260425_195951/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_2_config_6256578975208963304.mst,22,25278.7
4,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/1_b1c1s1_seed-1_20260425_195951/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_19_config_9945600772951182287.mst,19,25336.2
3,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/1_b1c1s1_seed-1_20260425_195951/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_3_config_8211792182747950806.mst,3,25427.7
2,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/1_b1c1s1_seed-1_20260425_195951/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_2_config_2823934824078185206.mst,2,27202.9
1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/1_b1c1s1_seed-1_20260425_195951/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,28486.8
